# Systematic 1-in-1000 sample of the campaign's LLM call log.
# Multiply any aggregate here by 1000 to recover the campaign figure.
#
#   generation calls    13,272,000
#   correction calls     3,540,000
#   total calls         16,812,000
#   list price        $      434,801
#   after batch       $      311,880
#   waived by credit  $      310,942
#   charged in cash   $          938
#
# billing_mode is how the call was sent (batch / sync / local).
# billing_waived is 1 when a promotional or trial allocation covered the charge,
# in which case cost_usd is 0 and cost_usd_notional records what the call would
# otherwise have cost. It is 0 for the cloud calls issued before the three
# allocations were activated, which carry their charge in cost_usd, and for the
# locally served models, which cost nothing in every column.
# vendor names the account the call was billed to.
call_id,timestamp,model,provider,vendor,serving_backend,strategy,phase,repo_id,qualified_name,agent,attempt,prompt_tokens,completion_tokens,total_tokens,latency_ms,billing_mode,billing_waived,unit_price_in_per_mtok,unit_price_out_per_mtok,cost_usd_list,cost_usd_notional,cost_usd,interpreter_tokens,developer_tokens,classifier_tokens,classifier_score
c00005784,2025-05-05T18:25:50Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_932,com.example.p12.Class4927,Class Analyzer,1,2435,1315,3762,2407,batch,1,2.0,8.0,0.017976,0.008988,0.000000,,,,
c00005785,2025-04-30T12:49:35Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_679,com.example.p39.Class6868,Class Analyzer,1,2518,1319,3849,2360,batch,1,2.0,8.0,0.019156,0.009578,0.000000,,,,
c00005786,2025-05-19T04:47:49Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_573,com.example.p53.Class9172,Class Analyzer,1,2248,1294,3553,1985,sync,1,2.0,8.0,0.018582,0.018582,0.000000,,,,
c00005787,2025-05-15T07:46:16Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_815,com.example.p15.Class1050,Class Analyzer,1,2474,1167,3653,2149,batch,1,2.0,8.0,0.016586,0.008293,0.000000,,,,
c00005788,2025-06-04T00:42:34Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_145,com.example.p25.Class0332,Class Analyzer,1,2528,1354,3894,2451,batch,1,2.0,8.0,0.01875,0.009375,0.000000,,,,
c00005789,2025-06-02T01:42:42Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_168,com.example.p8.Class4692,Class Analyzer,1,2615,1386,4013,2769,batch,1,2.0,8.0,0.018474,0.009237,0.000000,,,,
c00005790,2025-05-07T16:14:01Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_750,com.example.p30.Class2011,Class Analyzer,1,2529,1255,3796,2854,sync,1,2.0,8.0,0.01745,0.01745,0.000000,,,,
c00005791,2025-05-02T03:11:11Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_002,com.example.p42.Class8037,Class Analyzer,1,2481,1391,3884,2288,sync,1,2.0,8.0,0.01877,0.01877,0.000000,,,,
c00005792,2025-05-21T21:33:33Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_686,com.example.p46.Class0979,Black-box,1,2797,1282,4092,2880,batch,1,2.0,8.0,0.017726,0.008863,0.000000,,,,
c00005793,2025-05-11T10:48:15Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_486,com.example.p46.Class9789,Black-box,1,2698,1305,4015,2217,batch,1,2.0,8.0,0.01797,0.008985,0.000000,,,,
c00005794,2025-05-25T21:34:20Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_376,com.example.p56.Class6027,Black-box,1,3103,1346,4463,2658,sync,1,2.0,8.0,0.018262,0.018262,0.000000,,,,
c00005795,2025-05-19T04:05:51Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_952,com.example.p72.Class1242,Black-box,1,3009,1205,4227,2260,sync,1,2.0,8.0,0.017088,0.017088,0.000000,,,,
c00005796,2025-04-25T15:21:25Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_166,com.example.p46.Class6665,Black-box,1,3058,1250,4321,2252,batch,1,2.0,8.0,0.017714,0.008857,0.000000,,,,
c00005797,2025-06-04T02:43:38Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_805,com.example.p5.Class2882,Black-box,1,3067,1189,4269,1682,batch,1,2.0,8.0,0.017606,0.008803,0.000000,,,,
c00005798,2025-05-01T04:57:22Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_950,com.example.p30.Class3208,Black-box,1,3026,1363,4402,2730,batch,1,2.0,8.0,0.018618,0.009309,0.000000,,,,
c00005799,2025-05-16T06:06:46Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_169,com.example.p9.Class8712,Black-box,1,2891,1289,4193,1717,sync,1,2.0,8.0,0.01802,0.01802,0.000000,,,,
c00005800,2025-05-05T19:46:05Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_858,com.example.p58.Class1740,Black-box,1,3065,1288,4366,2969,batch,1,2.0,8.0,0.01868,0.00934,0.000000,,,,
c00005801,2025-05-03T22:08:05Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_305,com.example.p65.Class2883,Black-box,1,2865,1310,4188,3053,batch,1,2.0,8.0,0.017982,0.008991,0.000000,,,,
c00005802,2025-05-19T09:29:08Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_157,com.example.p37.Class0523,Black-box,1,3076,1315,4404,2450,batch,1,2.0,8.0,0.018668,0.009334,0.000000,,,,
c00005803,2025-05-20T02:37:55Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_571,com.example.p11.Class5140,Black-box,1,3052,1261,4326,2462,sync,1,2.0,8.0,0.017586,0.017586,0.000000,,,,
c00005804,2025-05-23T23:26:46Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_223,com.example.p63.Class3581,Black-box,1,2843,1336,4192,2396,sync,1,2.0,8.0,0.018498,0.018498,0.000000,,,,
c00005805,2025-06-02T09:57:49Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_238,com.example.p78.Class1813,Black-box,1,2840,1301,4154,2256,batch,1,2.0,8.0,0.017984,0.008992,0.000000,,,,
c00005806,2025-05-25T18:39:58Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_254,com.example.p14.Class2067,Black-box,1,3099,1137,4250,2073,sync,1,2.0,8.0,0.01722,0.01722,0.000000,,,,
c00005807,2025-05-19T06:11:28Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_671,com.example.p31.Class4738,Black-box,1,3170,1232,4416,2282,sync,1,2.0,8.0,0.017074,0.017074,0.000000,,,,
c00005808,2025-05-20T03:58:13Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_509,com.example.p29.Class6158,Black-box,1,2994,1279,4286,2663,batch,1,2.0,8.0,0.017686,0.008843,0.000000,,,,
c00005809,2025-04-26T11:24:12Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_996,com.example.p36.Class1949,Black-box,1,2730,1161,3903,2184,sync,1,2.0,8.0,0.016742,0.016742,0.000000,,,,
c00005810,2025-05-08T12:48:05Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_152,com.example.p72.Class0447,Black-box,1,2717,1191,3920,2255,sync,1,2.0,8.0,0.016696,0.016696,0.000000,,,,
c00005811,2025-05-12T16:07:49Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_067,com.example.p67.Class1075,Black-box,1,2943,1278,4234,1681,sync,1,2.0,8.0,0.017944,0.017944,0.000000,,,,
c00005812,2025-05-03T00:35:42Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_885,com.example.p5.Class4175,Black-box,1,2731,1277,4020,2131,batch,1,2.0,8.0,0.0176,0.0088,0.000000,,,,
c00005813,2025-05-09T09:44:29Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_295,com.example.p55.Class4721,Black-box,1,3206,1285,4505,3192,batch,1,2.0,8.0,0.018108,0.009054,0.000000,,,,
c00005814,2025-06-10T13:22:01Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_829,com.example.p29.Class1277,Black-box,1,2778,1295,4086,2853,batch,1,2.0,8.0,0.01747,0.008735,0.000000,,,,
c00005815,2025-05-12T06:07:14Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_099,com.example.p59.Class9596,Black-box,1,2954,1225,4192,1887,sync,1,2.0,8.0,0.017788,0.017788,0.000000,,,,
c00005816,2025-06-02T08:21:47Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_419,com.example.p19.Class6709,Black-box,1,3063,1389,4465,1639,sync,1,2.0,8.0,0.018698,0.018698,0.000000,,,,
c00005817,2025-05-25T17:43:06Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_000,com.example.p40.Class6014,Black-box,1,2957,1184,4154,1714,batch,1,2.0,8.0,0.016722,0.008361,0.000000,,,,
c00005818,2025-05-20T18:50:11Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_374,com.example.p14.Class7984,Black-box,1,2737,1356,4105,2813,batch,1,2.0,8.0,0.018874,0.009437,0.000000,,,,
c00005819,2025-05-18T08:21:07Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_127,com.example.p7.Class2038,Black-box,1,2806,1329,4148,2526,sync,1,2.0,8.0,0.018196,0.018196,0.000000,,,,
c00005820,2025-05-07T16:59:36Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_478,com.example.p38.Class5650,Black-box,1,2953,1143,4109,2177,sync,1,2.0,8.0,0.016364,0.016364,0.000000,,,,
c00005821,2025-05-07T01:36:25Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_316,com.example.p36.Class3056,Black-box,1,2919,1229,4161,2779,sync,1,2.0,8.0,0.017692,0.017692,0.000000,,,,
c00005822,2025-05-27T18:58:51Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_648,com.example.p8.Class8374,Black-box,1,2838,1492,4344,2860,sync,1,2.0,8.0,0.019286,0.019286,0.000000,,,,
c00005823,2025-05-28T12:51:08Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_713,com.example.p73.Class7411,Black-box,1,3051,1301,4365,2789,batch,1,2.0,8.0,0.018222,0.009111,0.000000,,,,
c00005824,2025-05-22T23:49:12Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_795,com.example.p35.Class0734,Black-box,1,2725,1201,3938,2032,sync,1,2.0,8.0,0.01736,0.01736,0.000000,,,,
c00005825,2025-05-25T18:50:11Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_558,com.example.p78.Class8937,Black-box,1,2870,1262,4145,2686,sync,1,2.0,8.0,0.017872,0.017872,0.000000,,,,
c00005826,2025-05-24T00:13:06Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_787,com.example.p27.Class2604,Black-box,1,2884,1355,4252,2818,sync,1,2.0,8.0,0.018216,0.018216,0.000000,,,,
c00005827,2025-05-22T05:11:08Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_774,com.example.p54.Class6392,Black-box,1,2885,1320,4218,2037,sync,1,2.0,8.0,0.017962,0.017962,0.000000,,,,
c00005828,2025-05-21T21:28:27Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_709,com.example.p69.Class7352,Black-box,1,2991,1211,4215,2189,batch,1,2.0,8.0,0.01747,0.008735,0.000000,,,,
c00005829,2025-05-24T23:39:16Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_634,com.example.p74.Class0145,Black-box,1,3216,1153,4383,2376,batch,1,2.0,8.0,0.01725,0.008625,0.000000,,,,
c00005830,2025-05-31T06:31:07Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_715,com.example.p75.Class5455,Black-box,1,2992,1248,4253,2126,batch,1,2.0,8.0,0.01733,0.008665,0.000000,,,,
c00005831,2025-06-08T07:37:20Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_606,com.example.p46.Class3702,Black-box,1,2727,1230,3969,2942,batch,1,2.0,8.0,0.01757,0.008785,0.000000,,,,
c00005832,2025-05-28T02:29:10Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_758,com.example.p38.Class2129,Black-box,1,2836,1253,4102,3199,batch,1,2.0,8.0,0.017762,0.008881,0.000000,,,,
c00005833,2025-05-26T13:52:00Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_805,com.example.p5.Class4884,Black-box,1,2934,1223,4170,2276,sync,1,2.0,8.0,0.017502,0.017502,0.000000,,,,
c00005834,2025-05-25T23:24:17Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_213,com.example.p53.Class1422,Black-box,1,2804,1282,4099,1288,sync,1,2.0,8.0,0.0179,0.0179,0.000000,,,,
c00005835,2025-05-24T00:23:34Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_836,com.example.p36.Class1387,Black-box,1,2723,1242,3977,2532,sync,1,2.0,8.0,0.018038,0.018038,0.000000,,,,
c00005836,2025-05-14T06:18:26Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_578,com.example.p18.Class5250,Black-box,1,2840,1368,4221,2097,sync,1,2.0,8.0,0.018496,0.018496,0.000000,,,,
c00005837,2025-06-10T16:21:19Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_237,com.example.p37.Class1807,Black-box,1,2959,1332,4304,2767,batch,1,2.0,8.0,0.018198,0.009099,0.000000,,,,
c00005838,2025-05-11T11:59:45Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_884,com.example.p4.Class6157,Black-box,1,2954,1226,4193,1848,sync,1,2.0,8.0,0.01804,0.01804,0.000000,,,,
c00005839,2025-05-16T11:27:19Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_559,com.example.p39.Class8946,Black-box,1,2975,1217,4205,2228,sync,1,2.0,8.0,0.0177,0.0177,0.000000,,,,
c00005840,2025-05-09T12:49:47Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_077,com.example.p77.Class7243,Black-box,1,2895,1114,4021,2500,batch,1,2.0,8.0,0.01704,0.00852,0.000000,,,,
c00005841,2025-05-26T13:37:48Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_318,com.example.p78.Class9094,Black-box,1,2933,1478,4425,3698,sync,1,2.0,8.0,0.019596,0.019596,0.000000,,,,
c00005842,2025-05-25T19:26:43Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_434,com.example.p74.Class2958,Black-box,1,3076,1148,4238,2574,batch,1,2.0,8.0,0.016958,0.008479,0.000000,,,,
c00005843,2025-06-03T05:22:08Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_496,com.example.p56.Class9942,Black-box,1,3019,1306,4338,2357,batch,1,2.0,8.0,0.017558,0.008779,0.000000,,,,
c00005844,2025-06-01T09:04:52Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_795,com.example.p75.Class8733,Black-box,1,3153,1279,4446,2449,batch,1,2.0,8.0,0.018522,0.009261,0.000000,,,,
c00005845,2025-05-25T23:28:37Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_837,com.example.p77.Class3392,Black-box,1,2851,1231,4095,2384,sync,1,2.0,8.0,0.017582,0.017582,0.000000,,,,
c00005846,2025-05-06T20:00:11Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_084,com.example.p4.Class9344,Black-box,1,2934,1346,4293,2217,batch,1,2.0,8.0,0.018192,0.009096,0.000000,,,,
c00005847,2025-05-15T09:57:32Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_078,com.example.p38.Class7253,Black-box,1,2996,1279,4288,1827,sync,1,2.0,8.0,0.018404,0.018404,0.000000,,,,
c00005848,2025-05-15T06:37:56Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_470,com.example.p70.Class7524,Black-box,1,2878,1183,4074,2756,sync,1,2.0,8.0,0.016852,0.016852,0.000000,,,,
c00005849,2025-06-01T08:49:26Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_822,com.example.p62.Class3165,Black-box,1,2680,1235,3927,3004,batch,1,2.0,8.0,0.016688,0.008344,0.000000,,,,
c00005850,2025-05-15T05:24:28Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_725,com.example.p45.Class3604,Black-box,1,2658,1118,3787,2195,sync,1,2.0,8.0,0.01708,0.01708,0.000000,,,,
c00005851,2025-05-26T09:22:05Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_665,com.example.p65.Class2646,Black-box,1,2618,1284,3914,2531,batch,1,2.0,8.0,0.017654,0.008827,0.000000,,,,
c00005852,2025-05-05T18:31:10Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_644,com.example.p44.Class0309,Black-box,1,2782,1234,4029,2709,batch,1,2.0,8.0,0.017564,0.008782,0.000000,,,,
c00005853,2025-06-08T22:02:31Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_212,com.example.p52.Class9400,Black-box,1,3096,1354,4464,2117,sync,1,2.0,8.0,0.019048,0.019048,0.000000,,,,
c00005854,2025-05-16T09:37:58Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_902,com.example.p62.Class6442,Black-box,1,3010,1293,4316,2033,batch,1,2.0,8.0,0.017304,0.008652,0.000000,,,,
c00005855,2025-05-13T14:59:47Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_030,com.example.p70.Class8491,Black-box,1,3168,1368,4550,2399,sync,1,2.0,8.0,0.018232,0.018232,0.000000,,,,
c00005856,2025-05-29T16:23:53Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_701,com.example.p21.Class1230,Black-box,1,2896,1334,4243,2723,batch,1,2.0,8.0,0.01776,0.00888,0.000000,,,,
c00005857,2025-05-10T11:17:51Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_743,com.example.p23.Class7888,Black-box,1,2893,1135,4041,1588,sync,1,2.0,8.0,0.01608,0.01608,0.000000,,,,
c00005858,2025-05-08T22:55:46Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_111,com.example.p71.Class7786,Black-box,1,2988,1361,4362,1654,batch,1,2.0,8.0,0.01867,0.009335,0.000000,,,,
c00005859,2025-05-27T13:09:54Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_573,com.example.p13.Class9168,Black-box,1,2974,1308,4295,2151,sync,1,2.0,8.0,0.017968,0.017968,0.000000,,,,
c00005860,2025-05-01T21:27:22Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_928,com.example.p48.Class6860,Black-box,1,2775,1209,3997,2187,sync,1,2.0,8.0,0.01703,0.01703,0.000000,,,,
c00005861,2025-05-22T23:36:26Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_828,com.example.p28.Class5248,Black-box,1,2842,1263,4118,2180,batch,1,2.0,8.0,0.018508,0.009254,0.000000,,,,
c00005862,2025-05-26T03:39:37Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_296,com.example.p56.Class4748,Black-box,1,2942,1118,4072,2198,sync,1,2.0,8.0,0.016934,0.016934,0.000000,,,,
c00005863,2025-05-19T03:42:32Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_342,com.example.p22.Class7480,Black-box,1,2894,1337,4244,3044,sync,1,2.0,8.0,0.018934,0.018934,0.000000,,,,
c00005864,2025-05-13T11:36:19Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_255,com.example.p55.Class4089,Black-box,1,3059,1340,4412,2578,sync,1,2.0,8.0,0.018258,0.018258,0.000000,,,,
c00005865,2025-05-19T08:11:56Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_530,com.example.p10.Class6490,Black-box,1,2951,1226,4190,2410,batch,1,2.0,8.0,0.01759,0.008795,0.000000,,,,
c00005866,2025-05-15T07:45:09Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_700,com.example.p60.Class5212,Black-box,1,3018,1237,4268,2153,sync,1,2.0,8.0,0.01674,0.01674,0.000000,,,,
c00005867,2025-05-06T19:41:21Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_483,com.example.p43.Class5732,Black-box,1,2687,1281,3980,1802,sync,1,2.0,8.0,0.0185,0.0185,0.000000,,,,
c00005868,2025-06-01T04:53:09Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_142,com.example.p22.Class2285,Black-box,1,3161,1310,4485,2425,batch,1,2.0,8.0,0.01799,0.008995,0.000000,,,,
c00005869,2025-05-20T01:54:39Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_052,com.example.p12.Class0836,Black-box,1,2798,1356,4167,1969,sync,1,2.0,8.0,0.01879,0.01879,0.000000,,,,
c00005870,2025-05-13T13:57:17Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_016,com.example.p16.Class6264,Black-box,1,2807,1323,4143,1798,sync,1,2.0,8.0,0.017708,0.017708,0.000000,,,,
c00005871,2025-04-29T22:58:13Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_135,com.example.p55.Class2173,Black-box,1,2894,1322,4229,2551,sync,1,2.0,8.0,0.017966,0.017966,0.000000,,,,
c00005872,2025-05-19T08:21:42Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_273,com.example.p33.Class2369,Black-box,1,2965,1176,4154,2253,batch,1,2.0,8.0,0.016704,0.008352,0.000000,,,,
c00005873,2025-06-01T05:59:09Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_462,com.example.p62.Class7394,Black-box,1,3027,1171,4211,2039,batch,1,2.0,8.0,0.017252,0.008626,0.000000,,,,
c00005874,2025-05-11T10:08:48Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_680,com.example.p40.Class2885,Black-box,1,2692,1192,3896,1691,batch,1,2.0,8.0,0.017786,0.008893,0.000000,,,,
c00005875,2025-05-02T21:29:39Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_196,com.example.p36.Class5136,Black-box,1,2932,1219,4164,2329,batch,1,2.0,8.0,0.016912,0.008456,0.000000,,,,
c00005876,2025-06-02T03:34:37Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_056,com.example.p16.Class4909,Black-box,1,2947,1136,4096,2378,batch,1,2.0,8.0,0.016348,0.008174,0.000000,,,,
c00005877,2025-05-20T03:00:53Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_525,com.example.p45.Class6410,Black-box,1,2988,1317,4318,2938,batch,1,2.0,8.0,0.018164,0.009082,0.000000,,,,
c00005878,2025-05-14T09:14:13Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_809,com.example.p9.Class8946,Black-box,1,2824,1203,4040,1692,batch,1,2.0,8.0,0.016828,0.008414,0.000000,,,,
c00005879,2025-06-01T08:17:08Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_857,com.example.p17.Class9714,Black-box,1,2816,1217,4046,1972,sync,1,2.0,8.0,0.017512,0.017512,0.000000,,,,
c00005880,2025-05-15T16:24:08Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_978,com.example.p18.Class5650,Black-box,1,2601,1191,3804,2083,sync,1,2.0,8.0,0.017208,0.017208,0.000000,,,,
c00005881,2025-05-06T18:23:16Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_055,com.example.p55.Class8881,Black-box,1,2868,1312,4193,2393,sync,1,2.0,8.0,0.018272,0.018272,0.000000,,,,
c00005882,2025-05-06T01:47:33Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_631,com.example.p71.Class2108,Black-box,1,2856,1312,4181,2820,sync,1,2.0,8.0,0.018472,0.018472,0.000000,,,,
c00005883,2025-05-13T14:14:02Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_769,com.example.p9.Class2304,Black-box,1,3055,1481,4550,2991,sync,1,2.0,8.0,0.019346,0.019346,0.000000,,,,
c00005884,2025-05-08T23:29:44Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_941,com.example.p61.Class9065,Black-box,1,2954,1413,4380,2245,sync,1,2.0,8.0,0.01919,0.01919,0.000000,,,,
c00005885,2025-05-23T14:03:34Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_662,com.example.p22.Class6604,Black-box,1,2997,1110,4119,1841,sync,1,2.0,8.0,0.016404,0.016404,0.000000,,,,
c00005886,2025-05-12T12:45:49Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_152,com.example.p72.Class0437,Black-box,1,2948,1309,4270,2527,sync,1,2.0,8.0,0.018536,0.018536,0.000000,,,,
c00005887,2025-05-13T13:21:04Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_876,com.example.p36.Class6028,Black-box,1,2818,1263,4094,2708,batch,1,2.0,8.0,0.017382,0.008691,0.000000,,,,
c00005888,2025-06-02T03:42:13Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_423,com.example.p23.Class8778,Black-box,1,2934,1242,4189,2087,batch,1,2.0,8.0,0.017974,0.008987,0.000000,,,,
c00005889,2025-05-20T20:04:31Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_978,com.example.p18.Class1658,Black-box,1,2873,1320,4206,1818,sync,1,2.0,8.0,0.018816,0.018816,0.000000,,,,
c00005890,2025-05-12T15:33:13Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_579,com.example.p19.Class1266,Black-box,1,2969,1288,4270,2810,batch,1,2.0,8.0,0.018026,0.009013,0.000000,,,,
c00005891,2025-05-16T04:44:18Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_380,com.example.p60.Class0088,Black-box,1,3017,1171,4201,1947,sync,1,2.0,8.0,0.016796,0.016796,0.000000,,,,
c00005892,2025-05-13T11:30:27Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_934,com.example.p14.Class2954,Black-box,1,3023,1240,4276,2332,batch,1,2.0,8.0,0.017166,0.008583,0.000000,,,,
c00005893,2025-06-03T05:20:43Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_289,com.example.p49.Class0624,Black-box,1,2817,1188,4018,2200,batch,1,2.0,8.0,0.01724,0.00862,0.000000,,,,
c00005894,2025-05-25T16:10:37Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_179,com.example.p59.Class4868,Black-box,1,2984,1259,4256,2584,sync,1,2.0,8.0,0.017572,0.017572,0.000000,,,,
c00005895,2025-05-06T23:26:22Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_184,com.example.p24.Class6957,Black-box,1,2798,1254,4065,2558,sync,1,2.0,8.0,0.018448,0.018448,0.000000,,,,
c00005896,2025-06-08T22:21:36Z,gpt-4.1,cloud,azure-openai,provider-api,dynamic,generation,repo_918,com.example.p78.Class2691,Black-box,1,3028,1254,4295,2600,sync,1,2.0,8.0,0.018018,0.018018,0.000000,,,,
